206
8	12	2021	10	10	PGX	8	12	2021	11	40	NKX
8	12	2021	10	25	PGX	8	12	2021	11	40	NKX
8	11	2021	8	0	NKX	8	11	2021	9	30	PGX
8	12	2021	8	0	NKX	8	12	2021	9	30	PGX
8	13	2021	8	0	NKX	8	13	2021	9	30	PGX
8	14	2021	8	0	NKX	8	14	2021	9	30	PGX
8	15	2021	8	0	NKX	8	15	2021	9	30	PGX
8	16	2021	8	0	NKX	8	16	2021	9	30	PGX
8	17	2021	8	0	NKX	8	17	2021	9	30	PGX
8	18	2021	8	0	NKX	8	18	2021	9	30	PGX
8	19	2021	8	0	NKX	8	19	2021	9	30	PGX
8	20	2021	8	0	NKX	8	20	2021	9	30	PGX
8	21	2021	8	0	NKX	8	21	2021	9	30	PGX
8	22	2021	8	0	NKX	8	22	2021	9	30	PGX
8	23	2021	8	0	NKX	8	23	2021	9	30	PGX
8	24	2021	8	0	NKX	8	24	2021	9	30	PGX
8	25	2021	8	0	NKX	8	25	2021	9	30	PGX
8	11	2021	10	10	PGX	8	11	2021	11	40	NKX
8	12	2021	10	10	PGX	8	12	2021	11	40	NKX
8	13	2021	10	10	PGX	8	13	2021	11	40	NKX
8	14	2021	10	10	PGX	8	14	2021	11	40	NKX
8	15	2021	10	10	PGX	8	15	2021	11	40	NKX
8	16	2021	10	10	PGX	8	16	2021	11	40	NKX
8	17	2021	10	10	PGX	8	17	2021	11	40	NKX
8	18	2021	10	10	PGX	8	18	2021	11	40	NKX
8	19	2021	10	10	PGX	8	19	2021	11	40	NKX
8	20	2021	10	10	PGX	8	20	2021	11	40	NKX
8	21	2021	10	10	PGX	8	21	2021	11	40	NKX
8	22	2021	10	10	PGX	8	22	2021	11	40	NKX
8	23	2021	10	10	PGX	8	23	2021	11	40	NKX
8	24	2021	10	10	PGX	8	24	2021	11	40	NKX
8	25	2021	10	10	PGX	8	25	2021	11	40	NKX
8	11	2021	12	20	NKX	8	11	2021	14	5	PDK
8	12	2021	12	20	NKX	8	12	2021	14	5	PDK
8	13	2021	12	20	NKX	8	13	2021	14	5	PDK
8	14	2021	12	20	NKX	8	14	2021	14	5	PDK
8	15	2021	12	20	NKX	8	15	2021	14	5	PDK
8	16	2021	12	20	NKX	8	16	2021	14	5	PDK
8	17	2021	12	20	NKX	8	17	2021	14	5	PDK
8	18	2021	12	20	NKX	8	18	2021	14	5	PDK
8	19	2021	12	20	NKX	8	19	2021	14	5	PDK
8	20	2021	12	20	NKX	8	20	2021	14	5	PDK
8	21	2021	12	20	NKX	8	21	2021	14	5	PDK
8	22	2021	12	20	NKX	8	22	2021	14	5	PDK
8	23	2021	12	20	NKX	8	23	2021	14	5	PDK
8	24	2021	12	20	NKX	8	24	2021	14	5	PDK
8	25	2021	12	20	NKX	8	25	2021	14	5	PDK
8	11	2021	14	50	PDK	8	11	2021	16	40	NKX
8	12	2021	14	50	PDK	8	12	2021	16	40	NKX
8	13	2021	14	50	PDK	8	13	2021	16	40	NKX
8	14	2021	14	50	PDK	8	14	2021	16	40	NKX
8	15	2021	14	50	PDK	8	15	2021	16	40	NKX
8	16	2021	14	50	PDK	8	16	2021	16	40	NKX
8	17	2021	14	50	PDK	8	17	2021	16	40	NKX
8	18	2021	14	50	PDK	8	18	2021	16	40	NKX
8	19	2021	14	50	PDK	8	19	2021	16	40	NKX
8	20	2021	14	50	PDK	8	20	2021	16	40	NKX
8	21	2021	14	50	PDK	8	21	2021	16	40	NKX
8	22	2021	14	50	PDK	8	22	2021	16	40	NKX
8	23	2021	14	50	PDK	8	23	2021	16	40	NKX
8	24	2021	14	50	PDK	8	24	2021	16	40	NKX
8	25	2021	14	50	PDK	8	25	2021	16	40	NKX
8	11	2021	17	20	NKX	8	11	2021	19	0	CTH
8	12	2021	13	50	NKX	8	12	2021	15	30	CTH
8	13	2021	13	50	NKX	8	13	2021	15	30	CTH
8	14	2021	13	50	NKX	8	14	2021	15	30	CTH
8	15	2021	13	50	NKX	8	15	2021	15	30	CTH
8	16	2021	13	50	NKX	8	16	2021	15	30	CTH
8	17	2021	13	50	NKX	8	17	2021	15	30	CTH
8	18	2021	13	50	NKX	8	18	2021	15	30	CTH
8	19	2021	13	50	NKX	8	19	2021	15	30	CTH
8	20	2021	13	50	NKX	8	20	2021	15	30	CTH
8	21	2021	13	50	NKX	8	21	2021	15	30	CTH
8	22	2021	13	50	NKX	8	22	2021	15	30	CTH
8	23	2021	13	50	NKX	8	23	2021	15	30	CTH
8	24	2021	13	50	NKX	8	24	2021	15	30	CTH
8	25	2021	13	50	NKX	8	25	2021	15	30	CTH
8	11	2021	19	45	CTH	8	11	2021	21	30	NKX
8	12	2021	16	10	CTH	8	12	2021	17	55	NKX
8	13	2021	16	10	CTH	8	13	2021	17	55	NKX
8	14	2021	16	10	CTH	8	14	2021	17	55	NKX
8	15	2021	16	10	CTH	8	15	2021	17	55	NKX
8	16	2021	16	10	CTH	8	16	2021	17	55	NKX
8	17	2021	16	10	CTH	8	17	2021	17	55	NKX
8	18	2021	16	10	CTH	8	18	2021	17	55	NKX
8	19	2021	16	10	CTH	8	19	2021	17	55	NKX
8	20	2021	16	10	CTH	8	20	2021	17	55	NKX
8	21	2021	16	10	CTH	8	21	2021	17	55	NKX
8	22	2021	16	10	CTH	8	22	2021	17	55	NKX
8	23	2021	16	10	CTH	8	23	2021	17	55	NKX
8	24	2021	16	10	CTH	8	24	2021	17	55	NKX
8	25	2021	16	10	CTH	8	25	2021	17	55	NKX
8	11	2021	17	30	NKX	8	11	2021	19	15	PXB
8	12	2021	17	30	NKX	8	12	2021	19	15	PXB
8	13	2021	17	30	NKX	8	13	2021	19	15	PXB
8	14	2021	17	30	NKX	8	14	2021	19	15	PXB
8	15	2021	17	30	NKX	8	15	2021	19	15	PXB
8	16	2021	17	30	NKX	8	16	2021	19	15	PXB
8	17	2021	17	30	NKX	8	17	2021	19	15	PXB
8	18	2021	17	30	NKX	8	18	2021	19	15	PXB
8	19	2021	17	30	NKX	8	19	2021	19	15	PXB
8	20	2021	17	30	NKX	8	20	2021	19	15	PXB
8	21	2021	17	30	NKX	8	21	2021	19	15	PXB
8	22	2021	17	30	NKX	8	22	2021	19	15	PXB
8	23	2021	17	30	NKX	8	23	2021	19	15	PXB
8	24	2021	17	30	NKX	8	24	2021	19	15	PXB
8	25	2021	17	30	NKX	8	25	2021	19	15	PXB
8	11	2021	20	0	PXB	8	11	2021	21	45	NKX
8	12	2021	20	0	PXB	8	12	2021	21	45	NKX
8	13	2021	20	0	PXB	8	13	2021	21	45	NKX
8	14	2021	20	0	PXB	8	14	2021	21	45	NKX
8	15	2021	20	0	PXB	8	15	2021	21	45	NKX
8	16	2021	20	0	PXB	8	16	2021	21	45	NKX
8	17	2021	20	0	PXB	8	17	2021	21	45	NKX
8	18	2021	20	0	PXB	8	18	2021	21	45	NKX
8	19	2021	20	0	PXB	8	19	2021	21	45	NKX
