465
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	1	1	HOM	640	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
1	0	1	HOM	680	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
0	1	1	HOM	600	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	1	1	TGD	640	20
1	0	1	TGD	680	20
1	0	1	TGD	680	20
