13954
8	1	2019	0	5	HOM	8	1	2019	2	5	SXA
8	2	2019	0	5	HOM	8	2	2019	2	5	SXA
8	3	2019	0	5	HOM	8	3	2019	2	5	SXA
8	6	2019	0	5	HOM	8	6	2019	2	5	SXA
8	7	2019	0	5	HOM	8	7	2019	2	5	SXA
8	8	2019	0	5	HOM	8	8	2019	2	5	SXA
8	9	2019	0	5	HOM	8	9	2019	2	5	SXA
8	10	2019	0	5	HOM	8	10	2019	2	5	SXA
8	13	2019	0	5	HOM	8	13	2019	2	5	SXA
8	14	2019	0	5	HOM	8	14	2019	2	5	SXA
8	15	2019	0	5	HOM	8	15	2019	2	5	SXA
8	16	2019	0	5	HOM	8	16	2019	2	5	SXA
8	17	2019	0	5	HOM	8	17	2019	2	5	SXA
8	20	2019	0	5	HOM	8	20	2019	2	5	SXA
8	21	2019	0	5	HOM	8	21	2019	2	5	SXA
8	22	2019	0	5	HOM	8	22	2019	2	5	SXA
8	23	2019	0	5	HOM	8	23	2019	2	5	SXA
8	24	2019	0	5	HOM	8	24	2019	2	5	SXA
8	27	2019	0	5	HOM	8	27	2019	2	5	SXA
8	28	2019	0	5	HOM	8	28	2019	2	5	SXA
8	29	2019	0	5	HOM	8	29	2019	2	5	SXA
8	30	2019	0	5	HOM	8	30	2019	2	5	SXA
8	31	2019	0	5	HOM	8	31	2019	2	5	SXA
8	1	2019	0	35	XXJ	8	1	2019	2	25	SXA
8	2	2019	0	35	XXJ	8	2	2019	2	25	SXA
8	3	2019	0	35	XXJ	8	3	2019	2	25	SXA
8	6	2019	0	35	XXJ	8	6	2019	2	25	SXA
8	7	2019	0	35	XXJ	8	7	2019	2	25	SXA
8	8	2019	0	35	XXJ	8	8	2019	2	25	SXA
8	9	2019	0	35	XXJ	8	9	2019	2	25	SXA
8	10	2019	0	35	XXJ	8	10	2019	2	25	SXA
8	13	2019	0	35	XXJ	8	13	2019	2	25	SXA
8	14	2019	0	35	XXJ	8	14	2019	2	25	SXA
8	15	2019	0	35	XXJ	8	15	2019	2	25	SXA
8	16	2019	0	35	XXJ	8	16	2019	2	25	SXA
8	17	2019	0	35	XXJ	8	17	2019	2	25	SXA
8	20	2019	0	35	XXJ	8	20	2019	2	25	SXA
8	21	2019	0	35	XXJ	8	21	2019	2	25	SXA
8	22	2019	0	35	XXJ	8	22	2019	2	25	SXA
8	23	2019	0	35	XXJ	8	23	2019	2	25	SXA
8	24	2019	0	35	XXJ	8	24	2019	2	25	SXA
8	27	2019	0	35	XXJ	8	27	2019	2	25	SXA
8	28	2019	0	35	XXJ	8	28	2019	2	25	SXA
8	29	2019	0	35	XXJ	8	29	2019	2	25	SXA
8	30	2019	0	35	XXJ	8	30	2019	2	25	SXA
8	31	2019	0	35	XXJ	8	31	2019	2	25	SXA
8	1	2019	3	35	SXA	8	1	2019	5	55	TGD
8	2	2019	3	35	SXA	8	2	2019	5	55	TGD
8	3	2019	3	35	SXA	8	3	2019	5	55	TGD
8	4	2019	3	35	SXA	8	4	2019	5	55	TGD
8	6	2019	3	35	SXA	8	6	2019	5	55	TGD
8	7	2019	3	35	SXA	8	7	2019	5	55	TGD
8	8	2019	3	35	SXA	8	8	2019	5	55	TGD
8	9	2019	3	35	SXA	8	9	2019	5	55	TGD
8	10	2019	3	35	SXA	8	10	2019	5	55	TGD
8	11	2019	3	35	SXA	8	11	2019	5	55	TGD
8	13	2019	3	35	SXA	8	13	2019	5	55	TGD
8	14	2019	3	35	SXA	8	14	2019	5	55	TGD
8	15	2019	3	35	SXA	8	15	2019	5	55	TGD
8	16	2019	3	35	SXA	8	16	2019	5	55	TGD
8	17	2019	3	35	SXA	8	17	2019	5	55	TGD
8	18	2019	3	35	SXA	8	18	2019	5	55	TGD
8	20	2019	3	35	SXA	8	20	2019	5	55	TGD
8	21	2019	3	35	SXA	8	21	2019	5	55	TGD
8	22	2019	3	35	SXA	8	22	2019	5	55	TGD
8	23	2019	3	35	SXA	8	23	2019	5	55	TGD
8	24	2019	3	35	SXA	8	24	2019	5	55	TGD
